Sun Apr 01 14:12:26 GMT+09:00 2018,01-4월-2018 14:12:27.206,127.12272296,36.64197343,9,3,139,348.8,2.69,8.36,6.29,0.12,-0.2,-,-,997.47,-,37,15.33,9.2,-,14.5,0,0.2,135.6,42,1.51,440,231.2,-14.87,0.01,0,0,5.15,45.15,0.01,2.03,90.27,0,68,6.34,15.78,17.9,0.25,0.84,0.54,0.09,30.98,1,14.57,1691.5,72,89.8,0.07,213.46,14.3,52,5.08,8.54,87,32,19.58
Sun Apr 01 14:12:27 GMT+09:00 2018,01-4월-2018 14:12:28.179,127.12270214,36.64205751,9.5,4,139,350.4,2.65,8.24,6.58,0.13,-0.2,-,-,997.47,-,21,17.5,10.94,-,14.5,0.05,0.16,135.93,19,9.3,440,231.2,-14.87,0.01,1.29,0.02,5.15,45.15,0.01,12.48,8.89,0,68,6.59,15.17,18.62,0.27,0.84,0.57,0.11,30.98,1,14.57,1631.5,72,72.94,0.09,213.48,14.3,52,2.61,54.45,87,32,17.11
Sun Apr 01 14:12:28 GMT+09:00 2018,01-4월-2018 14:12:29.189,127.12268913,36.6421519,10.25,3,139,352.9,2.86,8.2,6.19,0.11,-0.2,-,-,997.47,-,21,17.5,10.94,-,14.5,0.05,0.16,135.93,19,9.3,440,241,-14.87,0.01,1.29,0.02,5.15,45.15,0.01,12.48,8.89,0,70,6.59,15.17,18.62,0.27,0.86,0.58,0.13,28.24,1,14.57,1631.5,72,72.94,0.09,213.48,14.3,51,2.61,54.45,87,32,17.11
Sun Apr 01 14:12:29 GMT+09:00 2018,01-4월-2018 14:12:30.165,127.12268547,36.6422511,10.75,3,139,355.3,2.38,7.9,6.21,0.07,-0.2,-,-,997.47,-,17,17.5,10.94,-,14.5,0.06,0.14,136.09,17,9.3,440,241,-14.87,0.01,1.36,0.02,4.25,45.15,0.01,12.48,12.17,0,70,7.1,14.08,20.06,0.28,0.85,0.57,0.11,28.24,1,14.57,1755.5,72,72.94,0.12,213.51,14.3,51,1.89,31.73,87,32,16.39
Sun Apr 01 14:12:30 GMT+09:00 2018,01-4월-2018 14:12:31.181,127.12268212,36.64235326,11,3,138,358.3,2.04,8.26,6.92,0.14,-0.2,-,-,997.47,-,17,19.55,12.65,-,14.5,0.06,0.14,136.09,17,5.83,440,241,-14.87,0.01,1.36,0.02,4.25,45.15,0.01,7.82,12.17,0,70,7.1,14.08,20.06,0.21,0.85,0.6,0.12,28.24,1,14.57,1755.5,72,63.53,0.12,213.51,14.3,51,1.89,31.73,87,32,16.39
Sun Apr 01 14:12:31 GMT+09:00 2018,01-4월-2018 14:12:32.192,127.12268378,36.64245324,11.5,3,138,0.5,1.96,8.53,7.09,0.17,-0.2,-,-,997.47,-,19,19.55,12.65,-,14.5,0.06,0.14,136.09,19,5.83,440,247.8,-14.87,0.01,1.36,0.02,3.8,45.15,0.01,7.82,12.17,0,72,7.1,14.08,20.06,0.17,0.85,0.63,0.13,29.02,1,14.57,1755.5,72,63.53,0.12,213.51,14.3,51,1.6,31.73,87,32,16.1
Sun Apr 01 14:12:32 GMT+09:00 2018,01-4월-2018 14:12:33.176,127.12269253,36.64255504,11.75,3,138,1.9,3.05,9.28,6.96,0.24,-0.2,-,-,997.47,-,19,21.42,14.28,-,14.5,0.05,0.12,136.21,19,3.93,440,247.8,-14.87,0.01,1.52,0.03,3.8,45.14,0.01,5.27,13.57,0,72,7.64,13.09,21.58,0.32,0.93,0.69,0.26,29.02,1,14.57,1406.5,72,93.33,0.14,213.53,14.3,51,1.6,26.69,87,32,16.1
Sun Apr 01 14:12:34 GMT+09:00 2018,01-4월-2018 14:12:34.224,127.12272374,36.64276943,12.25,3,138,4.8,2.23,8.68,6.96,0.18,-0.2,-,-,997.47,-,34,21.42,14.28,-,14.5,0.05,0.12,136.21,34,3.93,440,255.4,-14.87,0.01,1.52,0.03,6.35,45.14,0.01,5.27,13.57,0,75,7.64,13.09,21.58,0.23,0.86,0.58,0.12,34.9,1,14.57,1406.5,72,93.33,0.14,213.53,14.2,51,1.6,26.69,87,32,16.1
Sun Apr 01 14:12:34 GMT+09:00 2018,01-4월-2018 14:12:35.161,127.12272374,36.64276943,12.25,3,138,4.8,2.15,8.16,6.6,0.11,-0.2,-,-,997.47,-,34,23.15,15.84,-,14.5,0.05,0.11,136.47,34,4.12,440,255.4,-14.87,0.01,1.46,0.02,6.35,45.14,0.01,5.53,9.88,0,75,7.81,12.8,22.07,0.21,0.83,0.55,0.07,34.9,1,14.57,1445.5,72,92.55,0.17,213.56,14.2,51,4.06,27.22,87,32,18.56
Sun Apr 01 14:12:35 GMT+09:00 2018,01-4월-2018 14:12:36.176,127.12273838,36.64288222,12.25,3,138,6.6,2.61,8.36,6.37,0.12,-0.2,-,-,997.47,-,34,23.15,15.84,-,14.5,0.05,0.11,136.47,34,4.12,440,269.6,-14.87,0.01,1.46,0.02,5.9,45.14,0.01,5.53,9.88,0,77,7.81,12.8,22.07,0.27,0.85,0.55,0.1,33.73,1,14.57,1445.5,71,92.55,0.17,213.56,14.3,51,4.06,27.22,87,32,18.56
Sun Apr 01 14:12:36 GMT+09:00 2018,01-4월-2018 14:12:37.201,127.12275736,36.64299126,12.25,4,139,8.4,2.28,8.41,6.37,0.12,-0.2,-,-,997.47,-,31,24.64,17.25,-,14.5,0.05,0.1,136.8,31,4.12,440,269.6,-14.87,0.01,1.74,0.03,5.9,45.14,0.01,5.53,8.73,0,77,7.88,12.69,22.25,0.24,0.85,0.54,0.09,33.73,1,14.57,1468.5,71,90.98,0.2,213.58,14.3,51,3.92,27.22,87,32,18.42
Sun Apr 01 14:12:37 GMT+09:00 2018,01-4월-2018 14:12:38.186,127.1227844,36.64310037,12.25,4,139,11.2,2.02,8.8,6.6,0.16,-0.2,-,-,997.47,-,31,24.64,17.25,-,14.5,0.05,0.1,136.8,31,4.12,440,280.7,-14.87,0.01,1.74,0.03,5.9,45.14,0.01,5.53,8.73,0,79,7.88,12.69,22.25,0.2,0.9,0.57,0.14,42.35,1,14.57,1468.5,72,90.98,0.2,213.58,14.2,51,3.92,27.22,87,32,18.42
Sun Apr 01 14:12:38 GMT+09:00 2018,01-4월-2018 14:12:39.197,127.12281773,36.64321474,12.5,3,139,13.8,1.4,8.59,6.4,0.12,-0.2,-,-,997.47,-,55,26.13,18.67,-,14.5,0.11,0.1,137.79,55,7.23,440,280.7,-14.87,0.01,3.7,0.06,9.85,45.14,0.01,9.69,4.19,0,79,7.63,13.1,21.56,0.14,0.88,0.55,0.1,42.35,1,14.57,1551,72,73.73,0.22,213.61,14.2,51,12.33,44.51,87,32,26.83
Sun Apr 01 14:12:39 GMT+09:00 2018,01-4월-2018 14:12:40.271,127.12285509,36.64333235,13,3,140,15.1,1.52,8.87,6.33,0.14,-0.2,-,-,997.47,-,55,26.13,18.67,-,14.5,0.11,0.1,137.79,55,7.23,440,297.6,-14.87,0.01,3.7,0.06,9.85,45.14,0.01,9.69,4.19,0,79,7.63,13.1,21.56,0.14,0.9,0.56,0.13,49.02,1,14.57,1551,72,73.73,0.22,213.61,14.2,52,12.33,44.51,87,32,26.83
Sun Apr 01 14:12:40 GMT+09:00 2018,01-4월-2018 14:12:41.065,127.12289512,36.64344861,13.5,3,141,15,1.63,8.89,6.14,0.13,-0.2,-,-,997.47,-,73,26.13,18.67,-,14.5,0.16,0.11,138.85,73,7.23,440,297.6,-14.87,0.01,5.25,0.09,14.55,45.13,0.02,9.69,3.95,0,81,7.4,13.51,20.91,0.17,0.91,0.53,0.11,49.02,1,14.57,1798.5,72,73.73,0.22,213.61,14.2,52,20.16,44.51,87,32,34.66
Sun Apr 01 14:12:42 GMT+09:00 2018,01-4월-2018 14:12:43.149,127.12298185,36.64370321,15.25,3,144,15.8,1.5,9.08,6.33,0.16,-0.2,-,-,997.47,-,74,27.81,20.23,-,14.5,0.16,0.11,140.12,74,15.82,440,312.4,-14.87,0.02,6.11,0.1,16.95,45.13,0.02,21.21,3.4,0,83,7.17,13.95,20.24,0.16,0.92,0.56,0.14,50.2,1,14.57,1798.5,72,82.35,0.25,213.64,14.2,51,21.76,83.97,88,33,36.26
